name,site,site_id,lang,status,possible_xmltv_ids,source_file
Emotion'L [FR],i.mjh.nz,SamsungTVPlus/ch#CHBB3400001IU,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Enquêtes de Choc [FR],i.mjh.nz,SamsungTVPlus/ch#CHBC3500001NJ,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Entertainment Mix,i.mjh.nz,SamsungTVPlus/de#DEBC4700002Z2,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Euronews LIVE,i.mjh.nz,SamsungTVPlus/at#AT2600002KW,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Euronews LIVE,i.mjh.nz,SamsungTVPlus/ch#CH26000037F,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Euronews LIVE,i.mjh.nz,SamsungTVPlus/de#DE2600003TR,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
F.B.I. Files,i.mjh.nz,PlutoTV/de#64eddce19001910008df22b8,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_pluto.channels.xml
Fabella,i.mjh.nz,SamsungTVPlus/at#ATBA1500012BI,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Fabella,i.mjh.nz,SamsungTVPlus/ch#CHBA1500012K9,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Fabella,i.mjh.nz,SamsungTVPlus/de#DEBA15000130L,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
FailArmy,i.mjh.nz,SamsungTVPlus/at#ATAJ32000027V,de,AMBIGUOUS,FailArmy.us@Brazil;FailArmy.us@France;FailArmy.us@Italy;FailArmy.us@Spain;FailArmy.us@UK;FailArmy.us@US,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
FailArmy,i.mjh.nz,SamsungTVPlus/ch#CHAJ32000026J,de,AMBIGUOUS,FailArmy.us@Brazil;FailArmy.us@France;FailArmy.us@Italy;FailArmy.us@Spain;FailArmy.us@UK;FailArmy.us@US,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
FailArmy,i.mjh.nz,SamsungTVPlus/de#DEAJ3200004UF,de,AMBIGUOUS,FailArmy.us@Brazil;FailArmy.us@France;FailArmy.us@Italy;FailArmy.us@Spain;FailArmy.us@UK;FailArmy.us@US,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Faites entrer l'accusé [FR],i.mjh.nz,SamsungTVPlus/ch#CH330000132,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Family - Rakuten TV,i.mjh.nz,SamsungTVPlus/at#AT2600007N2,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Family - Rakuten TV,i.mjh.nz,SamsungTVPlus/ch#CH26000056O,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Family - Rakuten TV,i.mjh.nz,SamsungTVPlus/de#DE26000085Y,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Fantasja,i.mjh.nz,SamsungTVPlus/at#ATBA1500010H3,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Fantasja,i.mjh.nz,SamsungTVPlus/ch#CHBA150001090,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Fantasja,i.mjh.nz,SamsungTVPlus/de#DEBA1500011RJ,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Farmland TV,i.mjh.nz,PlutoTV/de#663a15d7cb3ea10008edac88,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_pluto.channels.xml
FIFA+,i.mjh.nz,PlutoTV/de#660bfc032433010008def35a,de,AMBIGUOUS,FIFAPlus.uk;FIFAPlus.uk@English;FIFAPlus.uk@French;FIFAPlus.uk@German;FIFAPlus.uk@HispanicAmerica;FIFAPlus.uk@Italy;FIFAPlus.uk@Portuguese;FIFAPlus.uk@UnitedStates,sites/i.mjh.nz/i.mjh.nz_pluto.channels.xml
FIFA+,i.mjh.nz,SamsungTVPlus/at#ATBA3300007PT,de,AMBIGUOUS,FIFAPlus.uk;FIFAPlus.uk@English;FIFAPlus.uk@French;FIFAPlus.uk@German;FIFAPlus.uk@HispanicAmerica;FIFAPlus.uk@Italy;FIFAPlus.uk@Portuguese;FIFAPlus.uk@UnitedStates,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
FIFA+,i.mjh.nz,SamsungTVPlus/ch#CHBA3300010UC,de,AMBIGUOUS,FIFAPlus.uk;FIFAPlus.uk@English;FIFAPlus.uk@French;FIFAPlus.uk@German;FIFAPlus.uk@HispanicAmerica;FIFAPlus.uk@Italy;FIFAPlus.uk@Portuguese;FIFAPlus.uk@UnitedStates,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
FIFA+,i.mjh.nz,SamsungTVPlus/de#DEBA3300019EB,de,AMBIGUOUS,FIFAPlus.uk;FIFAPlus.uk@English;FIFAPlus.uk@French;FIFAPlus.uk@German;FIFAPlus.uk@HispanicAmerica;FIFAPlus.uk@Italy;FIFAPlus.uk@Portuguese;FIFAPlus.uk@UnitedStates,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Film Al Femminile - Wedo Movies [IT],i.mjh.nz,SamsungTVPlus/ch#CHBD600003EI,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Fireplace Vibes,i.mjh.nz,SamsungTVPlus/at#AT22000019A,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Fireplace Vibes,i.mjh.nz,SamsungTVPlus/ch#CH220000164,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Fireplace Vibes,i.mjh.nz,SamsungTVPlus/de#DE22000012Y,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Flipper,i.mjh.nz,PlutoTV/de#68d277fb12bf71eaaed3e9f1,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_pluto.channels.xml
Fluss Monsters,i.mjh.nz,SamsungTVPlus/at#AT4600002H5,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Fluss Monsters,i.mjh.nz,SamsungTVPlus/de#DE3700001F7,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Fluss-Monster,i.mjh.nz,PlutoTV/de#62a0b2aff4cf470007e47e29,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_pluto.channels.xml
FRANCE 24 FAST,i.mjh.nz,SamsungTVPlus/at#ATBD1100002TA,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
FRANCE 24 FAST,i.mjh.nz,SamsungTVPlus/ch#CHBD1100003CW,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
FRANCE 24 FAST,i.mjh.nz,SamsungTVPlus/de#DEBD1100002II,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Frasier,i.mjh.nz,PlutoTV/de#62cebf042ffc6d0007c4e59a,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_pluto.channels.xml
Frasier: Berühmte Gäste,i.mjh.nz,PlutoTV/de#6790fa9e1cfc4aa96dfadcef,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_pluto.channels.xml
Free Comedy,i.mjh.nz,SamsungTVPlus/at#AT12000011L,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Free Comedy,i.mjh.nz,SamsungTVPlus/de#DE1200001JW,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Fréquence Novelas [FR],i.mjh.nz,SamsungTVPlus/ch#CHBC800006EP,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Fury,i.mjh.nz,PlutoTV/de#6270ea4345f5bc0007823048,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_pluto.channels.xml
Germany Shore,i.mjh.nz,PlutoTV/de#6447dea7e94c380008dba94c,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_pluto.channels.xml
Gigolos,i.mjh.nz,PlutoTV/de#68d27437e6767bdeb23f0336,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_pluto.channels.xml
Grjngo,i.mjh.nz,SamsungTVPlus/at#ATAJ0500455A,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Grjngo,i.mjh.nz,SamsungTVPlus/ch#CHAJ0500456A,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Grjngo,i.mjh.nz,SamsungTVPlus/de#DEAK0500449A,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Génération Sitcoms [FR],i.mjh.nz,SamsungTVPlus/ch#CHBD200003G1,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
H2O &amp; Friends,i.mjh.nz,SamsungTVPlus/at#AT80000194,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
H2O &amp; Friends,i.mjh.nz,SamsungTVPlus/ch#CH800001RT,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
H2O &amp; Friends,i.mjh.nz,SamsungTVPlus/de#DE500002LD,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Hausmeister Krause,i.mjh.nz,PlutoTV/de#622f6faf65be650007f57aab,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_pluto.channels.xml
Heartland,i.mjh.nz,PlutoTV/de#680f375e6798ccd1185b58f9,de,AMBIGUOUS,Heartland.us@Eastern;Heartland.us@Pacific;Heartland.us@Web,sites/i.mjh.nz/i.mjh.nz_pluto.channels.xml
Hell's Kitchen,i.mjh.nz,PlutoTV/de#644257fe7cb4b100081ed874,de,AMBIGUOUS,HellsKitchen.us;HellsKitchen.us@UK,sites/i.mjh.nz/i.mjh.nz_pluto.channels.xml
Hell's Kitchen,i.mjh.nz,SamsungTVPlus/at#ATBD2600001QK,de,AMBIGUOUS,HellsKitchen.us;HellsKitchen.us@UK,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Hell's Kitchen,i.mjh.nz,SamsungTVPlus/ch#CHBD26000017A,de,AMBIGUOUS,HellsKitchen.us;HellsKitchen.us@UK,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Hell's Kitchen,i.mjh.nz,SamsungTVPlus/de#DEBC47000055Z,de,AMBIGUOUS,HellsKitchen.us;HellsKitchen.us@UK,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Herzfrequenz,i.mjh.nz,SamsungTVPlus/at#AT1500003M7,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Herzfrequenz,i.mjh.nz,SamsungTVPlus/de#DE1000001CT,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Himmlisches Kino,i.mjh.nz,SamsungTVPlus/at#AT19000012X,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Himmlisches Kino,i.mjh.nz,SamsungTVPlus/ch#CH2300002MI,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Himmlisches Kino,i.mjh.nz,SamsungTVPlus/de#DE1900001NT,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Hochspannung,i.mjh.nz,SamsungTVPlus/at#AT33000033D,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Hochspannung,i.mjh.nz,SamsungTVPlus/ch#CH3300002MN,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Hochspannung,i.mjh.nz,SamsungTVPlus/de#DE33000025Y,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Hochzeit auf den ersten Blick,i.mjh.nz,SamsungTVPlus/at#AT48000012I,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Hochzeit auf den ersten Blick,i.mjh.nz,SamsungTVPlus/ch#CH4800001LT,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Hochzeit auf den ersten Blick,i.mjh.nz,SamsungTVPlus/de#DE4800003M6,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Homicide [FR],i.mjh.nz,SamsungTVPlus/ch#CHBC4000003K9,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Horror Comedy,i.mjh.nz,SamsungTVPlus/de#DE3800001CR,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Hudson &amp; Rex,i.mjh.nz,SamsungTVPlus/at#AT4800002G5,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Hudson &amp; Rex,i.mjh.nz,SamsungTVPlus/ch#CH48000025D,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Hudson &amp; Rex,i.mjh.nz,SamsungTVPlus/de#DE4800002GM,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Höhenrausch,i.mjh.nz,SamsungTVPlus/at#ATBA1500028F9,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Höhenrausch,i.mjh.nz,SamsungTVPlus/ch#CHBA1500028KP,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Höhenrausch,i.mjh.nz,SamsungTVPlus/de#DEBA15000298V,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
iCarly,i.mjh.nz,SamsungTVPlus/at#ATAJ7000065Y,de,AMBIGUOUS,iCarly.us@Germany;iCarly.us@Spain,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
iCarly,i.mjh.nz,SamsungTVPlus/ch#CHAJ700006QR,de,AMBIGUOUS,iCarly.us@Germany;iCarly.us@Spain,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
iCarly,i.mjh.nz,SamsungTVPlus/de#DEAJ700006MR,de,AMBIGUOUS,iCarly.us@Germany;iCarly.us@Spain,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Ice Pilots,i.mjh.nz,SamsungTVPlus/at#ATAJ700009X4,de,AMBIGUOUS,IcePilots.us@Germany;IcePilots.us@Spain,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Ice Pilots,i.mjh.nz,SamsungTVPlus/ch#CHAJ700009UV,de,AMBIGUOUS,IcePilots.us@Germany;IcePilots.us@Spain,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Ice Pilots,i.mjh.nz,SamsungTVPlus/de#DEAJ7000096L,de,AMBIGUOUS,IcePilots.us@Germany;IcePilots.us@Spain,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
INTER 24/7,i.mjh.nz,SamsungTVPlus/at#AT3000009D6,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
INTER 24/7,i.mjh.nz,SamsungTVPlus/ch#CH3100001XL,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
INTER 24/7,i.mjh.nz,SamsungTVPlus/de#DE310000218,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Just Cooking,i.mjh.nz,SamsungTVPlus/at#ATAJ0500443A,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Just Cooking,i.mjh.nz,SamsungTVPlus/ch#CHAJ0500443A,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Just Cooking,i.mjh.nz,SamsungTVPlus/de#DEAK0500439A,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Just.fishing,i.mjh.nz,PlutoTV/de#61b33085897b9d000702b72e,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_pluto.channels.xml
just.fishing,i.mjh.nz,SamsungTVPlus/at#ATAJ0500431A,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
just.fishing,i.mjh.nz,SamsungTVPlus/de#DEAJ0500428A,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
K-POP by CJ ENM,i.mjh.nz,SamsungTVPlus/de#DE3900002R1,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Komissar Montalbano,i.mjh.nz,SamsungTVPlus/at#AT3700004SR,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Komissar Montalbano,i.mjh.nz,SamsungTVPlus/ch#CH37000043J,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Komissar Montalbano,i.mjh.nz,SamsungTVPlus/de#DE3700006DB,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Komödien - Rakuten TV,i.mjh.nz,SamsungTVPlus/at#AT2600009ON,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Komödien - Rakuten TV,i.mjh.nz,SamsungTVPlus/ch#CH2600001UH,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Komödien - Rakuten TV,i.mjh.nz,SamsungTVPlus/de#DE2600006H2,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
KultKrimi,i.mjh.nz,PlutoTV/de#5cb5cfe5caf83414128f209e,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_pluto.channels.xml
KultKrimi,i.mjh.nz,SamsungTVPlus/at#AT15000015I,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
KultKrimi,i.mjh.nz,SamsungTVPlus/de#DE400012YD,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
KultKrimi: Der Alte,i.mjh.nz,PlutoTV/de#65dde5ef28730900089af7cf,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_pluto.channels.xml
KultKrimi: Der Kommissar,i.mjh.nz,PlutoTV/de#65dde626ec9fda0008b3dc89,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_pluto.channels.xml
KultKrimi: Derrick,i.mjh.nz,PlutoTV/de#65dde5848145cb00083277f6,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_pluto.channels.xml
KultKrimi: Die Rettungsflieger,i.mjh.nz,PlutoTV/de#67ed0c86f7c5d70b90889a51,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_pluto.channels.xml
KultKrimi: Ein Fall für zwei,i.mjh.nz,PlutoTV/de#68590366010ddd78ef837d29,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_pluto.channels.xml
KultKrimi: Küstenwache,i.mjh.nz,PlutoTV/de#67ebbdced2832b463faa1e79,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_pluto.channels.xml
Ladykracher,i.mjh.nz,PlutoTV/de#667d3534ca74680008696051,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_pluto.channels.xml
Ladykracher,i.mjh.nz,SamsungTVPlus/at#AT32000109U,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Ladykracher,i.mjh.nz,SamsungTVPlus/ch#CH3200009XW,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Ladykracher,i.mjh.nz,SamsungTVPlus/de#DE3200015MJ,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Landlust TV,i.mjh.nz,SamsungTVPlus/at#AT1100001B5,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Landlust TV,i.mjh.nz,SamsungTVPlus/ch#CH3900001DB,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Landlust TV,i.mjh.nz,SamsungTVPlus/de#DE1100001CQ,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
LAOLA1 FAST,i.mjh.nz,SamsungTVPlus/at#AT3300002K2,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Les filles d'à côté [FR],i.mjh.nz,SamsungTVPlus/ch#CHBD200004J8,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Les Lapins Crétins,i.mjh.nz,SamsungTVPlus/ch#CH41000023N,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Liebe Sünde,i.mjh.nz,PlutoTV/de#68d276ce59fd82da32267d0d,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_pluto.channels.xml
Lindenstraße,i.mjh.nz,SamsungTVPlus/at#AT3300001K9,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Lindenstraße,i.mjh.nz,SamsungTVPlus/ch#CH4600001X9,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Lindenstraße,i.mjh.nz,SamsungTVPlus/de#DE33000013J,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
LooLoo Kids,i.mjh.nz,SamsungTVPlus/at#AT400001GG,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
LooLoo Kids,i.mjh.nz,SamsungTVPlus/ch#CHBD4700001DY,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
LooLoo Kids,i.mjh.nz,SamsungTVPlus/de#DEBD4700001UN,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Love Boat,i.mjh.nz,PlutoTV/de#655ca3d1fbc15b00081f1186,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_pluto.channels.xml
Love the Planet,i.mjh.nz,SamsungTVPlus/de#DEBC4700004VZ,de,AMBIGUOUS,LoveThePlanet.es@DE;LoveThePlanet.es@EN,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Mark Rober TV,i.mjh.nz,SamsungTVPlus/at#AT4100001P2,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Mark Rober TV,i.mjh.nz,SamsungTVPlus/ch#CH4100001ZY,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Mark Rober TV,i.mjh.nz,SamsungTVPlus/de#DE4100001GN,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Mascha und der Bär,i.mjh.nz,SamsungTVPlus/de#DE3800002J1,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
McLeods Töchter,i.mjh.nz,PlutoTV/de#66c6fcfc6838ee00085beb1a,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_pluto.channels.xml
Melrose Place,i.mjh.nz,PlutoTV/de#64be745340962900080b55e7,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_pluto.channels.xml
Merhaba Amour,i.mjh.nz,SamsungTVPlus/de#DE3100005JK,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Merhaba Türkische Filme,i.mjh.nz,SamsungTVPlus/de#DE3900004ZH,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Merhaba Türkische Serien,i.mjh.nz,PlutoTV/de#6864e8f264d94c1425fb4563,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_pluto.channels.xml
Merhaba Türkische Serien,i.mjh.nz,SamsungTVPlus/de#DEBD4100001ZB,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Missions,i.mjh.nz,PlutoTV/de#6824539e1295f98347e95242,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_pluto.channels.xml
Moconomy,i.mjh.nz,SamsungTVPlus/at#ATBA15000088F,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Moconomy,i.mjh.nz,SamsungTVPlus/de#DEBA1500009ZY,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
MODUS Super Series Darts,i.mjh.nz,PlutoTV/de#66337e6ba0a74e000889563b,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_pluto.channels.xml
Mork vom Ork,i.mjh.nz,PlutoTV/de#642ad2127ef83900085f8910,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_pluto.channels.xml
Motorvision,i.mjh.nz,SamsungTVPlus/at#ATBD2600011EO,de,AMBIGUOUS,Motorsporttv.fr@SD;Motorvision.de@SD;MotorvisionPlus.de@SD,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Motorvision,i.mjh.nz,SamsungTVPlus/ch#CHBD26000130C,de,AMBIGUOUS,Motorsporttv.fr@SD;Motorvision.de@SD;MotorvisionPlus.de@SD,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Motorvision,i.mjh.nz,SamsungTVPlus/de#DEBD2600005U6,de,AMBIGUOUS,Motorsporttv.fr@SD;Motorvision.de@SD;MotorvisionPlus.de@SD,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Motorvision Classic,i.mjh.nz,SamsungTVPlus/at#ATBD2600010EC,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Motorvision Classic,i.mjh.nz,SamsungTVPlus/ch#CHBD2600012Y6,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Motorvision Classic,i.mjh.nz,SamsungTVPlus/de#DEBD2600004U7,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Moviedome Family,i.mjh.nz,SamsungTVPlus/at#ATBA330002946,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Moviedome Family,i.mjh.nz,SamsungTVPlus/ch#CHBA3300030AJ,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Moviedome Family,i.mjh.nz,SamsungTVPlus/de#DEBA3300040CR,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
Moviesphere by Lionsgate,i.mjh.nz,SamsungTVPlus/de#DE4000002I3,de,AMBIGUOUS,MovieSphere.us@UK;MovieSphere.us@US,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
MTV Catfish,i.mjh.nz,SamsungTVPlus/at#ATAK3504517A,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
MTV Catfish,i.mjh.nz,SamsungTVPlus/ch#CHAK3504517A,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
MTV Catfish,i.mjh.nz,SamsungTVPlus/de#DEAK3504502A,de,UNMATCHED,,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
MTV Pluto TV,i.mjh.nz,SamsungTVPlus/at#ATAJ700002OG,de,AMBIGUOUS,MTVPlutoTV.de@DACH;MTVPlutoTV.de@UK;MTVPlutoTV.us@BR;MTVPlutoTV.us@LatAm;MTVPlutoTV.us@US,sites/i.mjh.nz/i.mjh.nz_samsung.channels.xml
