name,site,site_id,lang,status,possible_xmltv_ids,source_file
DAZN 1,dazn.com,bj5o60qt6uoe1clfdsev239pr,de,AMBIGUOUS,DAZN1.pt@HD;DAZN1.uk@Portugal;DAZN1.uk@UKHD;ZonaDAZN.it@SD,sites/dazn.com/dazn.com.channels.xml
DAZN 2,dazn.com,1v9s3d9dmt4ph1q4simfgo7ih4,de,AMBIGUOUS,DAZN2.pt@HD;DAZN2.uk@Portugal;ZonaDAZN2.it@SD,sites/dazn.com/dazn.com.channels.xml
DAZN FAST+,dazn.com,1vi4p39obt24i1dtsmthi921tl,de,UNMATCHED,,sites/dazn.com/dazn.com.channels.xml
DAZN RISE,dazn.com,1xx7lone8fvv21a2rpc5cji3jx,de,UNMATCHED,,sites/dazn.com/dazn.com.channels.xml
DFB.TV,dazn.com,mai2qbz2nmw21xjmvjj0rj6ez,de,UNMATCHED,,sites/dazn.com/dazn.com.channels.xml
Eurosport 1,dazn.com,1l82wc10vjal91887wfmdhvcsp,de,AMBIGUOUS,Eurosport1.fr@France;Eurosport1.fr@Germany;Eurosport1.fr@Italy;Eurosport1.fr@Netherlands;Eurosport1.fr@Poland;Eurosport1.fr@Romania;Eurosport1.fr@UK;Eurosport1.pt@HD,sites/dazn.com/dazn.com.channels.xml
Eurosport 2,dazn.com,893cxtl671ey1jf0o6na51es0,de,AMBIGUOUS,Eurosport2.fr@France;Eurosport2.fr@Italy;Eurosport2.fr@Netherlands;Eurosport2.fr@Poland;Eurosport2.fr@Romania;Eurosport2.fr@Russia;Eurosport2.fr@UK;Eurosport2.pt@HD,sites/dazn.com/dazn.com.channels.xml
NHL FAST Channel,dazn.com,8c9m11qfurai1ffixac9ytscp,de,UNMATCHED,,sites/dazn.com/dazn.com.channels.xml
Rally TV,dazn.com,9dmerrb96eue11mjxhgbnyjho,de,UNMATCHED,,sites/dazn.com/dazn.com.channels.xml
Red Bull TV,dazn.com,jr0lzor3xjhq1e2rotqdu3zhh,de,AMBIGUOUS,RedBullTV.at@SD;RedBullTV.at@US,sites/dazn.com/dazn.com.channels.xml
13th Street Universal,epgshare01.online,DE1#13th.Street.Universal.de,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_DE1.channels.xml
3+,epgshare01.online,CH1#3+.ch,de,AMBIGUOUS,3Plus.ch@SD;BNT3.bg@SD;DubaiRacing3.ae@SD;DubaiSports3.ae@SD;Kinozal3.ru@SD;MBC3.ae@SD;MatchFutbol3.ru@SD;TV3.ru@SD;TV3Plus.lv@SD;TruePremierFootball3.th@SD,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
3+,epgshare01.online,DE1#3+.de,de,AMBIGUOUS,3Plus.ch@SD;BNT3.bg@SD;DubaiRacing3.ae@SD;DubaiSports3.ae@SD;Kinozal3.ru@SD;MBC3.ae@SD;MatchFutbol3.ru@SD;TV3.ru@SD;TV3Plus.lv@SD;TruePremierFootball3.th@SD,sites/epgshare01.online/epgshare01.online_DE1.channels.xml
360,epgshare01.online,CH1#360.ch,de,AMBIGUOUS,360.tr@SD;360News.ru@SD;360TV.lv@SD,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
4+,epgshare01.online,CH1#4+.ch,de,AMBIGUOUS,4Plus.ch@SD;BNT4.bg@SD;Kinozal4.ru@SD;MBC4.ae@SD;NashaSibir.ru@4K;TNT4.ru@SD;TruePremierFootball4.th@SD,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
5+,epgshare01.online,CH1#5+.ch,de,AMBIGUOUS,5Plus.ch@SD;Channel5.uk@SD;FoxMoviesMiddleEast.us@SD;Kinozal5.ru@SD;MBC5.ae@SD;TruePremierFootball5.th@SD;TrueSports5.th@SD,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
6+,epgshare01.online,CH1#6+.ch,de,AMBIGUOUS,6Plus.ch@SD;6sotok.ua@SD;FoxActionMoviesMENA.hk@SD;Kinozal6.ru@SD,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
6ter,epgshare01.online,CH1#6ter.ch,de,AMBIGUOUS,6ter.fr@SD;6terSwitzerland.ch@SD,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
7+ / Nick,epgshare01.online,CH1#7+./.Nick.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
A 3 Series,epgshare01.online,CH1#A.3.Series.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
ABC News,epgshare01.online,CH1#ABC.News.ch,de,AMBIGUOUS,ABCAustralia.au@SD;ABCNews.al@SD;ABCNews.au@Adelaide;ABCNews.au@Brisbane;ABCNews.au@Hobart;ABCNews.au@Melbourne;ABCNews.au@Perth;ABCNews.au@Sydney,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
Al Arabiya,epgshare01.online,CH1#Al.Arabiya.ch,de,AMBIGUOUS,Alarabiya.ae@SD;AlarabiyaPortrait.ae@SD,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
Al Jazeera,epgshare01.online,CH1#Al.Jazeera.ch,de,AMBIGUOUS,AlJazeera.qa@Arabic;AlJazeera.qa@English;AlJazeeraBalkans.ba@SD,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
Al Jazeera,epgshare01.online,DE1#Al.Jazeera.de,de,AMBIGUOUS,AlJazeera.qa@Arabic;AlJazeera.qa@English;AlJazeeraBalkans.ba@SD,sites/epgshare01.online/epgshare01.online_DE1.channels.xml
Al Jazeera English,epgshare01.online,CH1#Al.Jazeera.English.ch,de,AMBIGUOUS,AlJazeera.qa@English;AlJazeeraEnglish.qa@SD,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
Alpenland TV,epgshare01.online,CH1#Alpenland.TV.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
ALTAMEGA Plus,epgshare01.online,CH1#ALTAMEGA.Plus.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
Amazon Prime Video,epgshare01.online,CH1#Amazon.Prime.Video.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
Animal Planet,epgshare01.online,DE1#Animal.Planet.de,de,AMBIGUOUS,AnimalPlanet.au@SD;AnimalPlanet.br@SD;AnimalPlanet.ca@SD;AnimalPlanet.de@SD;AnimalPlanet.in@SD;AnimalPlanet.nl@SD;AnimalPlanet.ru@SD;AnimalPlanet.uk@SD;AnimalPlanet.us@East;AnimalPlanetEurope.uk@Romania;AnimalPlanetEurope.uk@SD;AnimalPlanetLatinAmerica.us@SD;AnimalPlanetNordic.uk@SD;AnimalPlanetSoutheastAsia.sg@SD,sites/epgshare01.online/epgshare01.online_DE1.channels.xml
ANIXE,epgshare01.online,DE1#ANIXE.de,de,AMBIGUOUS,AnixeHDSerie.de@SD;AnixePlus.de@SD,sites/epgshare01.online/epgshare01.online_DE1.channels.xml
Antena 3,epgshare01.online,CH1#Antena.3.ch,de,AMBIGUOUS,Antena3.ch;Antena3.es;Antena3.es@National;Antena3.fr;Antena3.pt;Antena3Internacional.es@SD,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
ARD Plus (Logo VOD),epgshare01.online,CH1#ARD.Plus.(Logo.VOD).ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
ARD Plus Kids (Logo VOD),epgshare01.online,CH1#ARD.Plus.Kids.(Logo.VOD).ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
ARTE,epgshare01.online,DE1#ARTE.de,de,AMBIGUOUS,Arte.de@France;arte.de@SD;arte.fr@SD,sites/epgshare01.online/epgshare01.online_DE1.channels.xml
ATV,epgshare01.online,DE1#ATV.de,de,AMBIGUOUS,ATV.am@SD;ATV.at@SD;ATV.be@SD;ATV.hu@SD;ATV.kw@SD;ATV.pe@SD;ATV.tr@SD;ATV.xk@SD;ATVPlus.pe@SD;AndorraTV.ad@SD,sites/epgshare01.online/epgshare01.online_DE1.channels.xml
ATV II,epgshare01.online,DE1#ATV.II.de,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_DE1.channels.xml
auto motor und sport,epgshare01.online,CH1#auto.motor.und.sport.ch,de,AMBIGUOUS,AutoMotorogSportTV.no@SD;automotorundsportchannel.de@SD,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
AXN Black,epgshare01.online,DE1#AXN.Black.de,de,AMBIGUOUS,AXNBlack.de@SD;AXNBlack.us@Bulgary,sites/epgshare01.online/epgshare01.online_DE1.channels.xml
AXN White,epgshare01.online,DE1#AXN.White.de,de,AMBIGUOUS,AXNWhite.pt@HD;AXNWhite.us@Portugal;AXNWhite.us@SD;SonyChannel.de@SD,sites/epgshare01.online/epgshare01.online_DE1.channels.xml
BBC News,epgshare01.online,CH1#BBC.News.ch,de,AMBIGUOUS,BBCNews.uk;BBCNews.uk@Africa;BBCNews.uk@AsiaPacific;BBCNews.uk@Europe;BBCNews.uk@LatinAmerica;BBCNews.uk@NorthAmerica;BBCNews.uk@SouthAsia;BBCNews.uk@UK,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
BBC News,epgshare01.online,DE1#BBC.News.de,de,AMBIGUOUS,BBCNews.uk;BBCNews.uk@Africa;BBCNews.uk@AsiaPacific;BBCNews.uk@Europe;BBCNews.uk@LatinAmerica;BBCNews.uk@NorthAmerica;BBCNews.uk@SouthAsia;BBCNews.uk@UK,sites/epgshare01.online/epgshare01.online_DE1.channels.xml
BBC World News,epgshare01.online,CH1#BBC.World.News.ch,de,AMBIGUOUS,BBCNews.uk@Africa;BBCNews.uk@AsiaPacific;BBCNews.uk@Europe;BBCNews.uk@LatinAmerica;BBCNews.uk@NorthAmerica,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
BBC World News,epgshare01.online,DE1#BBC.World.News.de,de,AMBIGUOUS,BBCNews.uk@Africa;BBCNews.uk@AsiaPacific;BBCNews.uk@Europe;BBCNews.uk@LatinAmerica;BBCNews.uk@NorthAmerica,sites/epgshare01.online/epgshare01.online_DE1.channels.xml
Belgien 1,epgshare01.online,DE1#Belgien.1.de,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_DE1.channels.xml
BET,epgshare01.online,CH1#BET.ch,de,AMBIGUOUS,BET.fr@SD;BET.us@East,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
Bloomberg TV,epgshare01.online,CH1#Bloomberg.TV.ch,de,AMBIGUOUS,BloombergTV.us@Europe;BloombergTV.us@Plus;BloombergTV.us@US,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 1,epgshare01.online,CH1#blue.Sport.1.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 10,epgshare01.online,CH1#blue.Sport.10.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 11,epgshare01.online,CH1#blue.Sport.11.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 12,epgshare01.online,CH1#blue.Sport.12.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 13,epgshare01.online,CH1#blue.Sport.13.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 14,epgshare01.online,CH1#blue.Sport.14.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 15,epgshare01.online,CH1#blue.Sport.15.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 16,epgshare01.online,CH1#blue.Sport.16.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 17,epgshare01.online,CH1#blue.Sport.17.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 18,epgshare01.online,CH1#blue.Sport.18.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 19,epgshare01.online,CH1#blue.Sport.19.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 2,epgshare01.online,CH1#blue.Sport.2.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 20,epgshare01.online,CH1#blue.Sport.20.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 21,epgshare01.online,CH1#blue.Sport.21.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 22,epgshare01.online,CH1#blue.Sport.22.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 23,epgshare01.online,CH1#blue.Sport.23.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 24,epgshare01.online,CH1#blue.Sport.24.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 25,epgshare01.online,CH1#blue.Sport.25.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 26,epgshare01.online,CH1#blue.Sport.26.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 27,epgshare01.online,CH1#blue.Sport.27.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 28,epgshare01.online,CH1#blue.Sport.28.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 29,epgshare01.online,CH1#blue.Sport.29.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 3,epgshare01.online,CH1#blue.Sport.3.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 30,epgshare01.online,CH1#blue.Sport.30.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 31,epgshare01.online,CH1#blue.Sport.31.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 32,epgshare01.online,CH1#blue.Sport.32.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 33,epgshare01.online,CH1#blue.Sport.33.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 34,epgshare01.online,CH1#blue.Sport.34.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 35,epgshare01.online,CH1#blue.Sport.35.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 36,epgshare01.online,CH1#blue.Sport.36.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 37,epgshare01.online,CH1#blue.Sport.37.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 38,epgshare01.online,CH1#blue.Sport.38.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 39,epgshare01.online,CH1#blue.Sport.39.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 4,epgshare01.online,CH1#blue.Sport.4.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 40,epgshare01.online,CH1#blue.Sport.40.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 41,epgshare01.online,CH1#blue.Sport.41.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 5,epgshare01.online,CH1#blue.Sport.5.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 6,epgshare01.online,CH1#blue.Sport.6.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 7,epgshare01.online,CH1#blue.Sport.7.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 8,epgshare01.online,CH1#blue.Sport.8.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sport 9,epgshare01.online,CH1#blue.Sport.9.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sports 1,epgshare01.online,CH1#blue.Sports.1.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sports 10,epgshare01.online,CH1#blue.Sports.10.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sports 11,epgshare01.online,CH1#blue.Sports.11.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sports 12,epgshare01.online,CH1#blue.Sports.12.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sports 13,epgshare01.online,CH1#blue.Sports.13.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sports 14,epgshare01.online,CH1#blue.Sports.14.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sports 15,epgshare01.online,CH1#blue.Sports.15.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sports 16,epgshare01.online,CH1#blue.Sports.16.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sports 17,epgshare01.online,CH1#blue.Sports.17.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sports 18,epgshare01.online,CH1#blue.Sports.18.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sports 19,epgshare01.online,CH1#blue.Sports.19.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sports 2,epgshare01.online,CH1#blue.Sports.2.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sports 20,epgshare01.online,CH1#blue.Sports.20.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sports 21,epgshare01.online,CH1#blue.Sports.21.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sports 22,epgshare01.online,CH1#blue.Sports.22.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sports 23,epgshare01.online,CH1#blue.Sports.23.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sports 24,epgshare01.online,CH1#blue.Sports.24.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sports 25,epgshare01.online,CH1#blue.Sports.25.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sports 26,epgshare01.online,CH1#blue.Sports.26.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sports 27,epgshare01.online,CH1#blue.Sports.27.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sports 28,epgshare01.online,CH1#blue.Sports.28.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sports 29,epgshare01.online,CH1#blue.Sports.29.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sports 3,epgshare01.online,CH1#blue.Sports.3.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sports 30,epgshare01.online,CH1#blue.Sports.30.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sports 31,epgshare01.online,CH1#blue.Sports.31.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sports 32,epgshare01.online,CH1#blue.Sports.32.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sports 33,epgshare01.online,CH1#blue.Sports.33.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sports 34,epgshare01.online,CH1#blue.Sports.34.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sports 4,epgshare01.online,CH1#blue.Sports.4.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sports 5,epgshare01.online,CH1#blue.Sports.5.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sports 6,epgshare01.online,CH1#blue.Sports.6.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sports 7,epgshare01.online,CH1#blue.Sports.7.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sports 8,epgshare01.online,CH1#blue.Sports.8.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Sports 9,epgshare01.online,CH1#blue.Sports.9.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
blue Vision TV,epgshare01.online,CH1#blue.Vision.TV.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
Boing F,epgshare01.online,CH1#Boing.F.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
Bon Gusto,epgshare01.online,DE1#Bon.Gusto.de,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_DE1.channels.xml
Boomerang D,epgshare01.online,CH1#Boomerang.D.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
BärnSPORT,epgshare01.online,CH1#BärnSPORT.ch,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
Canal 11,epgshare01.online,CH1#Canal.11.ch,de,AMBIGUOUS,Canal11.hn@SD;Canal11.pt@HD;Canal11.pt@SD,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
Canal 24 Horas,epgshare01.online,CH1#Canal.24.Horas.ch,de,AMBIGUOUS,24Horas.es@SD;24HorasInternacional.es@SD,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
Canal 9,epgshare01.online,CH1#Canal.9.ch,de,AMBIGUOUS,Canal9.ch@SD;ElNueve.ar@SD,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
Canal J,epgshare01.online,CH1#Canal.J.ch,de,AMBIGUOUS,CanalJ.fr@SD;CanalJ.pe@SD,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
CANAL+,epgshare01.online,CH1#CANAL+.ch,de,AMBIGUOUS,CanalPlus.fr@SD;CanalPlusFirst.at@SD,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
Canal+,epgshare01.online,DE1#Canal+.de,de,AMBIGUOUS,CanalPlus.fr@SD;CanalPlusFirst.at@SD,sites/epgshare01.online/epgshare01.online_DE1.channels.xml
CANAL+ Kids,epgshare01.online,CH1#CANAL+.Kids.ch,de,AMBIGUOUS,CanalPlusFamily.fr@SD;CanalPlusKids.fr@SD,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
CANAL+ Sport,epgshare01.online,CH1#CANAL+.Sport.ch,de,AMBIGUOUS,CanalPlusSport.fr@SD;CanalPlusSport.pl@SD;CanalPlusSport1.cz@SD,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
Canal+ Sport,epgshare01.online,DE1#Canal+.Sport.de,de,AMBIGUOUS,CanalPlusSport.fr@SD;CanalPlusSport.pl@SD;CanalPlusSport1.cz@SD,sites/epgshare01.online/epgshare01.online_DE1.channels.xml
Canale 5,epgshare01.online,CH1#Canale.5.ch,de,AMBIGUOUS,Canale5.it@HD;Canale5.it@SD,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
Canale 5,epgshare01.online,DE1#Canale.5.de,de,AMBIGUOUS,Canale5.it@HD;Canale5.it@SD,sites/epgshare01.online/epgshare01.online_DE1.channels.xml
Cartoon Network,epgshare01.online,DE1#Cartoon.Network.de,de,AMBIGUOUS,CartoonNetwork.au@Australia;CartoonNetwork.au@NewZealand;CartoonNetwork.in;CartoonNetwork.in@SD;CartoonNetwork.it@HD;CartoonNetwork.it@SD;CartoonNetwork.pt@HD;CartoonNetwork.tr@SD;CartoonNetwork.uk@SD;CartoonNetwork.us@East;CartoonNetwork.us@West;CartoonNetworkAsia.sg@SD;CartoonNetworkCEE.uk@CzechRepublic;CartoonNetworkCEE.uk@France;CartoonNetworkCEE.uk@Germany;CartoonNetworkCEE.uk@Hungary;CartoonNetworkCEE.uk@Poland;CartoonNetworkCEE.uk@Romania;CartoonNetworkCEE.uk@Russia;CartoonNetworkLatinAmerica.us@Brazil;CartoonNetworkLatinAmerica.us@Mexico;CartoonNetworkLatinAmerica.us@NorthAtlantic;CartoonNetworkLatinAmerica.us@SouthAtlantic;CartoonNetworkMENA.uk@SD;CartoonNetworkWesternEurope.uk@Netherlands;CartoonNetworkWesternEurope.uk@Portugal;CartoonNetworkWesternEurope.uk@SD;CartoonNetworkWesternEurope.uk@Sweden,sites/epgshare01.online/epgshare01.online_DE1.channels.xml
cartoonito,epgshare01.online,CH1#cartoonito.ch,de,AMBIGUOUS,Boomerang.de@SD;BoomerangAsia.sg@SD;Cartoonito.it@SD;Cartoonito.pt@HD;Cartoonito.pt@SD;Cartoonito.uk@SD;CartoonitoCEE.uk@Germany;CartoonitoCEE.uk@Poland;CartoonitoCEE.uk@SD;CartoonitoLatinAmerica.us@Argentine;CartoonitoLatinAmerica.us@Brazil;CartoonitoLatinAmerica.us@Mexico;CartoonitoLatinAmerica.us@SD;CartoonitoWesternEurope.uk@Sweden,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
Cartoonito,epgshare01.online,DE1#Cartoonito.de,de,AMBIGUOUS,Boomerang.de@SD;BoomerangAsia.sg@SD;Cartoonito.it@SD;Cartoonito.pt@HD;Cartoonito.pt@SD;Cartoonito.uk@SD;CartoonitoCEE.uk@Germany;CartoonitoCEE.uk@Poland;CartoonitoCEE.uk@SD;CartoonitoLatinAmerica.us@Argentine;CartoonitoLatinAmerica.us@Brazil;CartoonitoLatinAmerica.us@Mexico;CartoonitoLatinAmerica.us@SD;CartoonitoWesternEurope.uk@Sweden,sites/epgshare01.online/epgshare01.online_DE1.channels.xml
Cartoonito (Sky),epgshare01.online,DE1#Cartoonito.(Sky).de,de,UNMATCHED,,sites/epgshare01.online/epgshare01.online_DE1.channels.xml
CBeebies,epgshare01.online,CH1#CBeebies.ch,de,AMBIGUOUS,CBeebies.au@SD;CBeebies.uk@SD;CBeebiesAsia.uk@SD,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
CBS Reality,epgshare01.online,CH1#CBS.Reality.ch,de,AMBIGUOUS,CBSReality.nl@SD;CBSReality.pl@SD;CBSReality.uk@SD;CBSRealityEMEA.uk@SD,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
CCTV4,epgshare01.online,CH1#CCTV4.ch,de,AMBIGUOUS,CCTV4Asia.cn@SD;CCTV4Europe.cn@SD,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
CGTN,epgshare01.online,CH1#CGTN.ch,de,AMBIGUOUS,CGTN.cn@SD;CGTNDocumentary.cn@SD;CGTNFrench.cn@SD;CGTNRussian.cn@SD,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
Challenge,epgshare01.online,CH1#Challenge.ch,de,AMBIGUOUS,Challenge.ie@SD;Challenge.uk@SD,sites/epgshare01.online/epgshare01.online_CH1.channels.xml
