xmltv_id,display_name,category,source_id,source_display_name,match_method,programme_count
TheLoveBoat.us@SD,The Love Boat,fast,TheLoveBoat.pluto,PLUTO - The Love Boat,normalized-base-id,20
TheNest.us@SD,The Nest,local,TheNest.us,The Nest,base-id,106
TheNewDetectives.us@US,The New Detectives,fast,TheNewDetectives.pluto,PLUTO - The New Detectives,normalized-base-id,21
ThePetCollective.us@US,The Pet Collective International,fast,ThePetCollective.us,The Pet Collective,base-id,158
ThePriceIsRight.us@HD,The Price Is Right,fast,ThePriceIsRight.pluto,PLUTO - The Price Is Right,normalized-base-id,21
ThePriceIsRightTheBarkerEra.us@SD,The Price is Right: The Barker Era,fast,ThePriceIsRight:TheBarkerEra.pluto,PLUTO - The Price Is Right: The Barker Era,normalized-base-id,21
TheRifleman.us@SD,The Rifleman,fast,TheRifleman.pluto,PLUTO - The Rifleman,normalized-base-id,39
TheWalkingDeadenEspanol.us@SD,The Walking Dead en español,fast,TheWalkingDeadenespañol.pluto,PLUTO - The Walking Dead en español,normalized-base-id,23
TheWalkingDeadUniverse.us@SD,The Walking Dead Universe,fast,TheWalkingDeadUniverse.us,The Walking Dead Universe,base-id,91
TheWildWildWest.us@SD,The Wild Wild West,fast,TheWildWildWest.pluto,PLUTO - The Wild Wild West,normalized-base-id,21
TheWordNetwork.us@SD,The Word Network,local,TheWordNetwork.us,The Word Network,base-id,163
ThisOldHouse.us@SD,This Old House,fast,ThisOldHouse.us,This Old House,base-id,169
TinyHouseNation.us@SD,Tiny House Nation,fast,TinyHouseNation.us,Tiny House Nation,base-id,123
TMZ.us@SD,TMZ,fast,TMZ.us,TMZ,base-id,113
TODAYAllDay.us@SD,TODAY All Day,fast,TODAYAllDay.pluto,PLUTO - TODAY All Day,normalized-base-id,39
ToonamiAftermath.us@East,Toonami Aftermath East,local,ToonamiAftermath.us,Toonami Aftermath,base-id,178
ToonGoggles.us@SD,ToonGoggles,fast,ToonGoggles.us,ToonGoggles,base-id,22
Tosh0.us@SD,Tosh.0,fast,Tosh.0.pluto,0 - Tosh.0,normalized-base-id,39
TotallyTurtles.us@US,TOTALLY TURTLES,fast,TOTALLYTURTLES.pluto,PLUTO - TOTALLY TURTLES,normalized-base-id,40
ToughJobs.us@SD,Tough Jobs,fast,ToughJobs.pluto,PLUTO - Tough Jobs,normalized-base-id,25
TransformersTV.us@SD,Transformers TV,fast,TransformersTV.pluto,PLUTO - Transformers TV,normalized-base-id,72
TribecaChannel.us@SD,Tribeca Channel,fast,TribecaChannel.us,Tribeca Channel,base-id,61
TrueCrimeNetwork.us@SD,True Crime Network+,local,TrueCrimeNetwork.us,True Crime Network,base-id,87
TrueCrimeNow.us@SD,True Crime Now,local,TrueCrimeNow.us,True Crime Now,base-id,81
TUDN.us@SD,TUDN,local,TUDN.us,TUDN,base-id,80
TVLandDrama.us@SD,TV Land Drama,fast,TVLandDrama.pluto,PLUTO - TV Land Drama,normalized-base-id,18
TVLandSitcoms.us@SD,TV Land Sitcoms,fast,TVLandSitcoms.us,TV Land Sitcoms,base-id,169
TVQuisqueya.us@SD,TV QUISQUEYA,local,TVQuisqueya.us,TV Quisqueya,base-id,80
Unidentified.us@SD,Unidentified,fast,Unidentified.us,Unidentified,base-id,76
UniMas.us@KFTRDT,KFTR-DT1,local,UniMasKFTR.us,UniMas KFTR Los Angeles CA,base-feed-id,100
UniMas.us@WFUTDT,WFUT-DT1,local,UniMasWFUT.us,UniMas WFUT NEWARK NYC NY NJ,base-feed-id,103
UniversalCrime.us@East,"like Gecko) Chrome/124.0.0.0 Safari/537.36"" group-title=""Series"",Universal Crime",fast,UniversalCrime.pluto,PLUTO - Universal Crime,normalized-base-id,15
Univision.us@East,Univision,local,Univision.us,Univision,base-id,94
Univision.us@EastHD,Univision East HD,local,Univision.us,Univision,base-id,94
Univision.us@KMEXDT,KMEX-DT1,local,UnivisionKMEX.us,Univision KMEX Los Angeles CA,base-feed-id,89
Univision.us@WGBODT,WGBO-DT 66.1,local,UnivisionWGBO.us,Univision WGBO Joliet Chicago IL,base-feed-id,95
Univision.us@WLTVDT,WLTV-DT 23.1,local,UnivisionWLTV.us,Univision WLTV Miami FL,base-feed-id,87
UnivisionTlnovelas.us@SD,Univision Tlnovelas,local,UnivisionTLnovelas.us,Tlnovelas,base-id,101
UnsolvedMysteries.us@US,Unsolved Mysteries,fast,UnsolvedMysteries.us,Unsolved Mysteries,base-id,98
USANetwork.us@East,USA Network,sports,USANetwork.us,USA Network,base-id,154
Vevo2K.us@SD,Vevo 2K,fast,Vevo2K.pluto,PLUTO - Vevo 2K,normalized-base-id,18
VevoCountry.us@SD,Vevo Country,fast,VevoCountry.pluto,PLUTO - Vevo Country,normalized-base-id,17
VevoPop.us@SD,Vevo Pop,fast,VevoPop.pluto,PLUTO - Vevo Pop,normalized-base-id,19
VevoTrueSchoolHipHop.us@SD,Vevo True School Hip-Hop,fast,VevoTrueSchoolHip-Hop.pluto,PLUTO - Vevo True School Hip-Hop,normalized-base-id,21
VH1QueensofReality.us@SD,VH1 Queens of Reality,fast,VH1QueensofReality.pluto,PLUTO - VH1 Queens of Reality,normalized-base-id,20
VSiN.us@SD,VSiN,local,VSIN.us,VSIN Vegas Sports & Information Network,base-id,85
WaypointTV.us@SD,Waypoint TV,fast,WaypointTV.us,Waypoint TV,base-id,185
WeatherNation.us@SD,WeatherNation,fast,WeatherNation.pluto,PLUTO - WeatherNation,normalized-base-id,72
WeatherSpy.us@SD,WeatherSpy,fast,WeatherSpy.us,WeatherSpy,base-id,160
WesternTV.us@SD,Western TV,fast,WesternTV.pluto,PLUTO - Western TV,normalized-base-id,38
WeTV.us@East,We TV,local,WeTV.us,We TV,base-id,101
Willow.us@SD,Willow,sports,Willow.us,Willow,base-id,159
WillowSports.us@SD,Willow Sports,fast,WillowSports.us,Willow Sports,base-id,100
WipeoutXtra.us@SD,Wipeout Xtra,fast,WipeoutXtra.us,Wipeout Xtra,base-id,74
Wired2FishTV.us@SD,Wired2Fish,local,Wired2Fish.us,Wired2Fish,playlist-name,159
WorldPokerTour.us@US,World Poker Tour,fast,WorldPokerTour.us,World Poker Tour,base-id,58
WuTangCollection.us@SD,Wu Tang Collection,local,WuTangCollection.us,Wu Tang Collection,base-id,49
XITE90sThrowback.us@SD,XITE 90's Throwback,local,XITE90sThrowback.us,XITE 90's Throwback,base-id,32
XITEClassicCountry.nl@SD,XITE Classic Country,fast,XiteClassicCountry.us,Xite Classic Country,playlist-name,32
XITEJustChill.nl@US,XITE Just Chill,fast,XITEJustChill.us,XITE Just Chill,playlist-name,32
XITENuevoLatino.us@SD,XITE Nuevo Latino,local,XITENuevoLatino.us,XITE Nuevo Latino,base-id,32
XITEReggaeVibes.nl@HD,XITE Reggae Vibes,fast,XITEReggaeVibes.us,XITE Reggae Vibes,playlist-name,29
XITERockxMetal.nl@US,XITE Rock x Metal,fast,XITERockxMetal.us,XITE Rock x Metal,playlist-name,32
XITESiempreLatino.us@SD,XITE Siempre Latino,local,XITESiempreLatino.us,XITE Siempre Latino,base-id,35
XploreTV.us@SD,Xplore,fast,Xplore.us,Xplore,playlist-name,214
YahooFinance.us@SD,Yahoo! Finance,fast,YahooFinance.us,Yahoo! Finance,base-id,149
YesNetwork.us@SD,Yes Network,local,YesNetwork.us,Yes Network,base-id,64
YoMTV.us@SD,Yo! MTV,fast,Yo!MTV.pluto,PLUTO - Yo! MTV,normalized-base-id,21
YuGiOh.us@SD,Yu-Gi-Oh!,fast,Yu-Gi-Oh!.pluto,PLUTO - Yu-Gi-Oh!,normalized-base-id,38
