xmltv_id,name,status,programme_count,selected_site,candidate_count,attempt_count,attempts,reasons
123tv.de@SD,1-2-3.tv,OK,168,web.magentatv.de,4,1,web.magentatv.de:OK:168,broadcast_area=DE;iptv-country=DE;lang=de
13thStreetUniversal.de@HD,13th Street HD,OK,226,sky.com,2,1,sky.com:OK:226,broadcast_area=DE;lang=de
13thStreetUniversal.de@SD,13TH STREET,OK,232,web.magentatv.de,4,1,web.magentatv.de:OK:232,broadcast_area=DE;lang=de
1730SAT1Bayern.de@SD,SAT.1 Bayern,OK,157,web.magentatv.de,2,1,web.magentatv.de:OK:157,broadcast_area=DE;lang=de
1730SAT1LIVE.de@SD,SAT.1 Rheinland-Pfalz und Hessen,OK,157,web.magentatv.de,2,1,web.magentatv.de:OK:157,broadcast_area=DE;lang=de
1730SAT1REGIONALHamburgSchleswigHolstein.de@SD,SAT.1 Hamburg und Schleswig-Holstein,OK,157,web.magentatv.de,2,1,web.magentatv.de:OK:157,broadcast_area=DE;lang=de
1730SAT1REGIONALLowerSaxonyBremen.de@SD,SAT.1 Niedersachsen und Bremen,OK,157,web.magentatv.de,2,1,web.magentatv.de:OK:157,broadcast_area=DE;lang=de
1FLTV.li@SD,1 FL TV,NO_EPG,0,,1,1,teleboy.ch:OK:0,lang=de
3Plus.ch@SD,3+,OK,114,tv.blue.ch,3,2,teleboy.ch:OK:0;tv.blue.ch:OK:114,lang=de
3sat.de@HD,3sat HD,OK,261,sky.com,2,1,sky.com:OK:261,broadcast_area=DE;lang=de
3sat.de@SD,3sat,OK,263,web.magentatv.de,19,1,web.magentatv.de:OK:263,broadcast_area=DE;iptv-country=DE;lang=de
4Plus.ch@SD,4+,OK,79,tv.blue.ch,3,2,teleboy.ch:OK:0;tv.blue.ch:OK:79,lang=de
5Plus.ch@SD,5+,OK,107,tv.blue.ch,2,2,teleboy.ch:OK:0;tv.blue.ch:OK:107,lang=de
6Plus.ch@SD,6+,OK,93,tv.blue.ch,2,2,teleboy.ch:OK:0;tv.blue.ch:OK:93,lang=de
7PlusNickSchweiz.ch@SD,7+ / Nick CH,OK,374,tv.blue.ch,2,2,teleboy.ch:OK:0;tv.blue.ch:OK:374,lang=de
ALFTV.ch@SD,ALF-TV,OK,169,tv.blue.ch,1,1,tv.blue.ch:OK:169,lang=de
ARDalpha.de@HD,ARD alpha HD,OK,313,sky.com,3,1,sky.com:OK:313,broadcast_area=DE;lang=de
ARDalpha.de@SD,ARD-alpha,OK,318,web.magentatv.de,7,1,web.magentatv.de:OK:318,broadcast_area=DE;iptv-country=DE;lang=de
ASpor.ch,A Spor,NO_EPG,0,,1,1,tvprofil.com:OK:0,lang=de
ASpor.de,A Spor,NO_EPG,0,,1,1,tvprofil.com:OK:0,lang=de
ATV.at@HD,ATV HD AT,OK,192,sky.com,2,1,sky.com:OK:192,lang=de
ATV.at@SD,ATV,NO_EPG,0,,3,2,programtv.onet.pl:TIMEOUT:0;tv.blue.ch:OK:0,lang=de
ATV2.at@HD,ATV2 HD AT,OK,175,sky.com,2,1,sky.com:OK:175,lang=de
ATV2.at@SD,ATV2,OK,207,tvheute.at,1,1,tvheute.at:OK:207,lang=de
AXNBlack.de@HD,AXN Black HD,OK,185,sky.com,1,1,sky.com:OK:185,broadcast_area=DE;lang=de
AXNBlack.de@SD,AXN Black,OK,190,web.magentatv.de,3,1,web.magentatv.de:OK:190,broadcast_area=DE;lang=de
AdriaMusicTelevision.de@SD,Adria,OK,70,neo.io,2,1,neo.io:OK:70,broadcast_area=DE;iptv-country=DE
AdventureEarth.de@SD,Adventure Earth,OK,171,plex.tv,8,1,plex.tv:OK:171,broadcast_area=DE;iptv-country=DE
AlJazeera.qa@English,Al Jazeera English,OK,266,sky.com,2,1,sky.com:OK:266,lang=de
AlJazeera.qa@EnglishHD,Al Jazeera English HD,OK,266,sky.com,1,1,sky.com:OK:266,lang=de
AlexBerlin.de@SD,ALEX Berlin,OK,98,web.magentatv.de,1,1,web.magentatv.de:OK:98,broadcast_area=DE;iptv-country=DE;lang=de
AllgauTV.de@SD,allgäu.tv,OK,426,web.magentatv.de,1,1,web.magentatv.de:OK:426,broadcast_area=DE;iptv-country=DE;lang=de
AlpenlandTV.ch@SD,AW1 TV,OK,172,tv.blue.ch,1,1,tv.blue.ch:OK:172,lang=de
AltenburgTV.de@SD,altenburg.tv,OK,340,web.magentatv.de,1,1,web.magentatv.de:OK:340,broadcast_area=DE;iptv-country=DE;lang=de
Andromeda.us,Andromeda,OK,179,plex.tv,1,1,plex.tv:OK:179,lang=de
AnimalPlanet.de@SD,Animal Planet,OK,235,web.magentatv.de,3,1,web.magentatv.de:OK:235,broadcast_area=DE;lang=de
Animax.de@SD,Animax,NO_EPG,0,,1,1,tv.blue.ch:OK:0,broadcast_area=DE;lang=de
AnixeHDSerie.de@SD,ANIXE HD Serie,OK,298,web.magentatv.de,6,1,web.magentatv.de:OK:298,broadcast_area=DE;iptv-country=DE;lang=de
AnixePlus.de@SD,ANIXE+,OK,375,web.magentatv.de,3,1,web.magentatv.de:OK:375,broadcast_area=DE;iptv-country=DE;lang=de
Antena3.ch,Antena 3,NO_EPG,0,,1,1,tvprofil.com:OK:0,lang=de
AragonTVInternacional.es@SD,ARAGON TV INT,OK,150,sky.com,1,1,sky.com:OK:150,lang=de
ArcadiaTV.li@SD,ARCADIA world TV,OK,576,tv.blue.ch,1,1,tv.blue.ch:OK:576,lang=de
ArcadiaWorldHD.at@SD,ARCADIA World HD,NO_EPG,0,,1,1,tv.magenta.at:OK:0,lang=de
ArirangWorld.kr@SD,Arirang HD,OK,299,sky.com,1,1,sky.com:OK:299,lang=de
AuftankenTV.ch@SD,auftanken.tv,OK,87,tv.blue.ch,2,2,teleboy.ch:OK:0;tv.blue.ch:OK:87,lang=de
AugsburgTV.de@SD,a.tv HD,OK,391,sky.com,1,1,sky.com:OK:391,broadcast_area=DE;iptv-country=DE;lang=de
AutenticHistory.de@SD,Autentic History,OK,104,watch.whaletvplus.com,1,1,watch.whaletvplus.com:OK:104,broadcast_area=DE;iptv-country=DE
AutenticTravel.de@SD,Autentic Travel,NO_EPG,0,,1,1,watch.whaletvplus.com:OK:0,broadcast_area=DE;iptv-country=DE
AutoMotorogSportTV.no@SD,auto motor und sport,OK,408,tv.blue.ch,1,1,tv.blue.ch:OK:408,lang=de
BBCEntertainment.uk@SD,BBC Entertainment,NO_EPG,0,,1,1,tv.magenta.at:OK:0,lang=de
BBCNews.uk@Europe,BBC News,OK,395,web.magentatv.de,2,1,web.magentatv.de:OK:395,lang=de
BBCTravel.us@Germany,BBC Travel,OK,167,plex.tv,5,1,plex.tv:OK:167,broadcast_area=DE;iptv-country=DE;lang=de
BRFernsehen.de@Nord,BR Fernsehen Nord HD,OK,241,sky.com,2,1,sky.com:OK:241,broadcast_area=DE;iptv-country=DE;lang=de
BRFernsehen.de@Sud,BR Fernsehen Süd HD,OK,241,sky.com,2,1,sky.com:OK:241,broadcast_area=DE;iptv-country=DE;lang=de
BVN.nl@SD,BVN TV,OK,432,sky.com,1,1,sky.com:OK:432,lang=de
BabyTV.uk@UK,Baby TV,OK,2093,web.magentatv.de,1,1,web.magentatv.de:OK:2093,lang=de
BadenTV.de@SD,Baden TV,OK,35,web.magentatv.de,1,1,web.magentatv.de:OK:35,broadcast_area=DE;iptv-country=DE;lang=de
BadenTVSud.de@SD,Baden TV Süd,OK,35,web.magentatv.de,1,1,web.magentatv.de:OK:35,broadcast_area=DE;lang=de
BeateUhseTV.de@HD,Beate Uhse HD,OK,91,sky.com,1,1,sky.com:OK:91,broadcast_area=DE;lang=de
BeateUhseTV.de@SD,Beate-Uhse.TV (Sky),OK,97,web.magentatv.de,2,1,web.magentatv.de:OK:97,broadcast_area=DE;lang=de
Bergblick.de@SD,Bergblick,OK,220,web.magentatv.de,4,1,web.magentatv.de:OK:220,broadcast_area=DE;lang=de
BeverlyHills90210.us@Germany,Beverly Hills 90210,OK,55,pluto.tv,2,2,i.mjh.nz:TIMEOUT:0;pluto.tv:OK:55,lang=de
BeyondBeliefFactorFiction.us,Beyond Belief,OK,191,plex.tv,1,1,plex.tv:OK:191,lang=de
BibelTV.de@HD,Bibel TV HD,OK,361,sky.com,2,1,sky.com:OK:361,broadcast_area=DE;lang=de
BibelTV.de@SD,Bibel TV,OK,364,web.magentatv.de,6,1,web.magentatv.de:OK:364,broadcast_area=DE;iptv-country=DE;lang=de
Bild.de@SD,Bild,OK,182,watch.whaletvplus.com,2,2,tv.blue.ch:OK:0;watch.whaletvplus.com:OK:182,broadcast_area=DE;lang=de
BloombergTV.us@Europe,Bloomberg Europe TV,OK,163,sky.com,3,1,sky.com:OK:163,lang=de
BlueAction.ch@SD,blue Action,OK,100,tv.blue.ch,1,1,tv.blue.ch:OK:100,lang=de
BlueCity.ch@SD,blue City,NO_EPG,0,,1,1,tv.blue.ch:OK:0,lang=de
BlueEvent1.ch@SD,blue Music D 1,NO_EPG,0,,1,1,tv.blue.ch:OK:0,lang=de
BlueHustler.nl@SD,Blue Hustler,OK,126,web.magentatv.de,1,1,web.magentatv.de:OK:126,lang=de
BluePrime.ch@SD,blue Prime,NO_EPG,0,,1,1,tv.blue.ch:OK:0,lang=de
BlueRetro.ch@SD,blue Retro,OK,96,tv.blue.ch,1,1,tv.blue.ch:OK:96,lang=de
BlueSport1.ch@SD,blue Sport D 1,OK,130,tv.blue.ch,1,1,tv.blue.ch:OK:130,lang=de
BlueSport2.ch@SD,blue Sport D 2,OK,118,tv.blue.ch,1,1,tv.blue.ch:OK:118,lang=de
BlueStars.ch@SD,blue Stars,OK,98,tv.blue.ch,1,1,tv.blue.ch:OK:98,lang=de
BlueZoomD.ch@SD,blue Zoom de,OK,180,tv.blue.ch,2,2,teleboy.ch:OK:0;tv.blue.ch:OK:180,lang=de
BlueZoomF.ch@SD,blue Zoom F,OK,176,tv.blue.ch,1,1,tv.blue.ch:OK:176,lang=de
BodenseeTV.ch@SD,Bodensee TV,OK,396,tv.blue.ch,1,1,tv.blue.ch:OK:396,lang=de
BonGusto.de@HD,Bongusto HD,NO_EPG,0,,1,1,tv.magenta.at:OK:0,broadcast_area=DE;lang=de
BonGusto.de@SD,BonGusto,OK,349,web.magentatv.de,2,1,web.magentatv.de:OK:349,broadcast_area=DE;lang=de
Boomerang.de@SD,Cartoonito,OK,779,web.magentatv.de,3,1,web.magentatv.de:OK:779,broadcast_area=DE;lang=de
CARAC5.ch,CARAC5,NO_EPG,0,,1,1,tvprofil.com:OK:0,lang=de
CCPlutoTV.de@DACH,CC Pluto TV,OK,70,pluto.tv,2,2,i.mjh.nz:TIMEOUT:0;pluto.tv:OK:70,broadcast_area=DE;iptv-country=DE;lang=de
CCTV4Europe.cn@SD,CCTV4,NO_EPG,0,,1,1,tv.magenta.at:OK:0,lang=de
CGTN.cn@SD,CGTN News HD,OK,313,sky.com,1,1,sky.com:OK:313,lang=de
CGTNDocumentary.cn@SD,CGTN Documentary HD,OK,240,sky.com,1,1,sky.com:OK:240,lang=de
CGTNFrench.cn@SD,CGTN Francais HD,OK,279,sky.com,1,1,sky.com:OK:279,lang=de
CNBCEurope.uk@HD,CNBC HD,OK,305,sky.com,1,1,sky.com:OK:305,lang=de
CNBCEurope.uk@SD,CNBC,NO_EPG,0,,1,1,tv.magenta.at:OK:0,lang=de
CNNInternational.us@MENA,CNN International,OK,220,web.magentatv.de,5,1,web.magentatv.de:OK:220,lang=de
CanalPlusFirst.at@SD,CANAL+,OK,213,tvheute.at,1,1,tvheute.at:OK:213,lang=de
CartoonNetworkCEE.uk@CzechRepublic,Cartoon Network HD,NO_EPG,0,,3,2,horizon.tv:TIMEOUT:0;m.tv.sms.cz:OK:0,broadcast_area=DE
CartoonNetworkCEE.uk@France,CARTOON NETWORK,OK,848,mon-programme-tv.be,6,1,mon-programme-tv.be:OK:848,broadcast_area=DE
CartoonNetworkCEE.uk@FranceHD,Cartoon F HD,OK,1665,pickx.be,1,1,pickx.be:OK:1665,broadcast_area=DE
CartoonNetworkCEE.uk@Germany,Cartoon Network,OK,838,web.magentatv.de,5,1,web.magentatv.de:OK:838,broadcast_area=DE;lang=de
CartoonNetworkCEE.uk@GermanyHD,Cartoon Network HD,NO_EPG,0,,1,1,tv.magenta.at:OK:0,broadcast_area=DE;lang=de
CartoonNetworkCEE.uk@Hungary,Cartoon Network,NO_EPG,0,,2,2,musor.tv:OK:0;tvmusor.hu:OK:0,broadcast_area=DE
CartoonNetworkCEE.uk@Poland,Cartoon Network (pl),NO_EPG,0,,2,2,m.tv.sms.cz:OK:0;programtv.onet.pl:TIMEOUT:0,broadcast_area=DE
CartoonNetworkCEE.uk@Romania,Cartoon Network,OK,792,programetv.ro,1,1,programetv.ro:OK:792,broadcast_area=DE
CartoonNetworkCEE.uk@Russia,Cartoon Network,OK,572,magticom.ge,3,1,magticom.ge:OK:572,broadcast_area=DE
CartoonitoCEE.uk@Germany,Cartoonito,OK,858,sky.com,3,1,sky.com:OK:858,broadcast_area=DE;lang=de
CartoonitoCEE.uk@Poland,Cartoonito,NO_EPG,0,,1,1,programtv.onet.pl:TIMEOUT:0,broadcast_area=DE
CartoonitoCEE.uk@SD,Boomerang,OK,195,melita.com,11,1,melita.com:OK:195,broadcast_area=DE
CartoonitoMENA.uk@SD,SUPER RTL,OK,439,mujtvprogram.cz,1,1,mujtvprogram.cz:OK:439,lang=de
Channel21.de@SD,CHANNEL21,NO_EPG,0,,1,1,web.magentatv.de:OK:0,broadcast_area=DE;lang=de
ChaosCity.us@Germany,Chaos City,OK,77,pluto.tv,2,2,i.mjh.nz:TIMEOUT:0;pluto.tv:OK:77,broadcast_area=DE;iptv-country=DE;lang=de
Cheers.us@Germany,Cheers,OK,95,pluto.tv,2,2,i.mjh.nz:TIMEOUT:0;pluto.tv:OK:95,lang=de
CiraTV.de@SD,Çira TV,NO_EPG,0,,1,1,sat.tv:OK:0,broadcast_area=DE;iptv-country=DE
ClipMyHorseTV.de@SD,ClipMyHorse.TV,OK,177,sky.com,1,1,sky.com:OK:177,broadcast_area=DE;lang=de
ClubMTVEurope.uk@SD,Club MTV,NO_EPG,0,,1,1,tv.magenta.at:OK:0,lang=de
ClubbingTV.us@France,CLUBBING TV,OK,198,tv.post.lu,2,2,chaines-tv.orange.fr:OK:0;tv.post.lu:OK:198,broadcast_area=DE
ClubbingTV.us@Germany,Clubbing TV,NO_EPG,0,,1,1,epg.iptvx.one:ERROR(134):0,broadcast_area=DE
ClubbingTV.us@Russia,Clubbing TV,NO_EPG,0,,1,1,tv.mail.ru:TIMEOUT:0,broadcast_area=DE
ComedyCentral.at@SD,Comedy Central,NO_EPG,0,,1,1,tv.magenta.at:OK:0,lang=de
ComedyCentral.de@HD,Comedy Central HD,OK,404,sky.com,2,1,sky.com:OK:404,broadcast_area=DE;lang=de
ComedyCentral.de@Plus1,Nick/Comedy Central+1,OK,418,web.magentatv.de,1,1,web.magentatv.de:OK:418,broadcast_area=DE;lang=de
ComedyCentral.de@SD,Comedy Central,OK,411,web.magentatv.de,4,1,web.magentatv.de:OK:411,broadcast_area=DE;iptv-country=DE;lang=de
ComedyCentralSouthPark.us@Germany,Comedy Central South Park,OK,100,pluto.tv,2,2,i.mjh.nz:TIMEOUT:0;pluto.tv:OK:100,lang=de
CrimePlusInvestigation.de@HD,Crime + Investigation HD,NO_EPG,0,,1,1,tv.magenta.at:OK:0,broadcast_area=DE;lang=de
CrimePlusInvestigation.de@SD,Crime+Investigation,OK,221,web.magentatv.de,6,1,web.magentatv.de:OK:221,broadcast_area=DE;lang=de
CrimeTime.us@SD,Crime Time,OK,205,tv.blue.ch,1,1,tv.blue.ch:OK:205,lang=de
CuriosityChannel.de@SD,Curiosity Channel,OK,251,web.magentatv.de,7,1,web.magentatv.de:OK:251,broadcast_area=DE;iptv-country=DE;lang=de
CuriosityNOW.de@DE,Curiosity Now,OK,227,plex.tv,4,1,plex.tv:OK:227,broadcast_area=DE;lang=de
CuriosityNOW.de@EN,Curiosity NOW,OK,112,plex.tv,3,1,plex.tv:OK:112,broadcast_area=DE
DASDING908.de@SD,DASDING,NO_EPG,0,,1,1,sky.com:OK:0,broadcast_area=DE;iptv-country=DE;lang=de
DAZN1.uk@France,DAZN 1 F,OK,248,pickx.be,1,1,pickx.be:OK:248,broadcast_area=DE
DAZN1.uk@FranceHD,DAZN 1 F HD,OK,248,pickx.be,1,1,pickx.be:OK:248,broadcast_area=DE
DAZN1.uk@Germany,DAZN,OK,250,tvheute.at,1,1,tvheute.at:OK:250,broadcast_area=DE;lang=de
DAZN1.uk@GermanyHD,DAZN 1 HD,OK,72,sky.com,3,1,sky.com:OK:72,broadcast_area=DE;lang=de
DAZN1.uk@Netherlands,DAZN 1 N,OK,274,pickx.be,1,1,pickx.be:OK:274,broadcast_area=DE
DAZN1.uk@NetherlandsHD,DAZN 1 N HD,OK,274,pickx.be,1,1,pickx.be:OK:274,broadcast_area=DE
DAZN1.uk@Portugal,DAZN 1,OK,119,meo.pt,1,1,meo.pt:OK:119,broadcast_area=DE
DAZN1.uk@UKHD,DAZN 1,NO_EPG,0,,1,1,tv.sfr.fr:OK:0,broadcast_area=DE
DAZN2.uk@France,DAZN 2 F,OK,261,pickx.be,1,1,pickx.be:OK:261,broadcast_area=DE
DAZN2.uk@FranceHD,DAZN 2 F HD,OK,261,pickx.be,1,1,pickx.be:OK:261,broadcast_area=DE
DAZN2.uk@GermanyHD,DAZN 2 HD,OK,78,sky.com,3,1,sky.com:OK:78,broadcast_area=DE;lang=de
DAZN2.uk@Netherlands,DAZN 2 N,OK,304,pickx.be,1,1,pickx.be:OK:304,broadcast_area=DE
DAZN2.uk@NetherlandsHD,DAZN 2 N HD,OK,304,pickx.be,1,1,pickx.be:OK:304,broadcast_area=DE
DAZN2.uk@Portugal,DAZN 2,OK,111,meo.pt,1,1,meo.pt:OK:111,broadcast_area=DE
DAZNDartsxPlutoTV.de@DACH,DAZN Darts x Pluto TV,OK,20,pluto.tv,2,2,i.mjh.nz:TIMEOUT:0;pluto.tv:OK:20,broadcast_area=DE;iptv-country=DE;lang=de
DAZNFAST.de@HD,DAZN,OK,49,tv.blue.ch,1,1,tv.blue.ch:OK:49,broadcast_area=DE;lang=de
DAZNHandballxPlutoTV.de@DACH,DAZN Handball x Pluto TV,NO_EPG,0,,2,2,i.mjh.nz:TIMEOUT:0;pluto.tv:OK:0,broadcast_area=DE;lang=de
DAZNHeldinnenxPlutoTV.de@DACH,DAZN Heldinnen x Pluto TV,OK,32,pluto.tv,2,2,i.mjh.nz:TIMEOUT:0;pluto.tv:OK:32,broadcast_area=DE;iptv-country=DE;lang=de
DF1.de@SD,DF1 HD,OK,199,sky.com,3,1,sky.com:OK:199,broadcast_area=DE;lang=de
DMAX.de@HD,DMAX HD,OK,179,sky.com,3,1,sky.com:OK:179,broadcast_area=DE;lang=de
DMAX.de@SD,DMAX,OK,186,web.magentatv.de,11,1,web.magentatv.de:OK:186,broadcast_area=DE;lang=de
DMF.de@SD,DMF,OK,121,web.magentatv.de,5,1,web.magentatv.de:OK:121,broadcast_area=DE;iptv-country=DE;lang=de
DW.de@Arabic,Deutsche Welle ar,NO_EPG,0,,1,1,teleboy.ch:OK:0,broadcast_area=DE
DW.de@Deutsch,DW (Deutsch+),NO_EPG,0,,7,2,mi.tv:OK:0;tv.blue.ch:OK:0,broadcast_area=DE;lang=de
DW.de@DeutschPlus,DW (Español),OK,49,mi.tv,2,1,mi.tv:OK:49,broadcast_area=DE
DW.de@English,DEUTSCHE WELLE,OK,336,content.astro.com.my,30,2,chaines-tv.orange.fr:OK:0;content.astro.com.my:OK:336,broadcast_area=DE
DW.de@Espanol,DW (Español),OK,322,anteltv.com.uy,8,1,anteltv.com.uy:OK:322,broadcast_area=DE
DaVinci.de@SD,Da Vinci,OK,729,dsmart.com.tr,10,2,digiturk.com.tr:OK:0;dsmart.com.tr:OK:729,broadcast_area=DE
DabeiTV.de@SD,#dabeiTV,OK,284,web.magentatv.de,1,1,web.magentatv.de:OK:284,broadcast_area=DE;lang=de
DasErste.de@HD,Das Erste HD,OK,500,pickx.be,4,1,pickx.be:OK:500,broadcast_area=DE;iptv-country=DE;lang=de
DasErste.de@SD,Das Erste,OK,250,web.magentatv.de,22,1,web.magentatv.de:OK:250,broadcast_area=DE;lang=de
DeluxeDance.de@SD,Deluxe Dance by Kontor HD,OK,35,sky.com,2,1,sky.com:OK:35,broadcast_area=DE;iptv-country=DE;lang=de
DeluxeFlashback.de@SD,Deluxe Flashback,NO_EPG,0,,1,1,tv.blue.ch:OK:0,broadcast_area=DE;lang=de
DeluxeLounge.de@HD,Deluxe Lounge HD,NO_EPG,0,,1,1,watch.whaletvplus.com:OK:0,broadcast_area=DE;lang=de
DeluxeLounge.de@SD,Deluxe Lounge HD,NO_EPG,0,,1,1,m.tv.sms.cz:OK:0,broadcast_area=DE;iptv-country=DE
DeluxeMusic.de@HD,Deluxe Music HD,OK,102,sky.com,3,1,sky.com:OK:102,broadcast_area=DE;lang=de
DeluxeMusic.de@SD,DELUXE MUSIC,OK,108,web.magentatv.de,7,1,web.magentatv.de:OK:108,broadcast_area=DE;iptv-country=DE;lang=de
DeluxeRap.de@SD,Deluxe Rap HD,OK,31,sky.com,3,1,sky.com:OK:31,broadcast_area=DE;iptv-country=DE;lang=de
DiscoveryChannel.de@SD,Discovery Channel,OK,231,web.magentatv.de,4,1,web.magentatv.de:OK:231,broadcast_area=DE;lang=de
DisneyChannel.de@HD,Disney Channel HD,OK,351,sky.com,2,1,sky.com:OK:351,broadcast_area=DE;lang=de
DisneyChannel.de@SD,Disney Channel,OK,356,web.magentatv.de,7,1,web.magentatv.de:OK:356,broadcast_area=DE;lang=de
DoctorWhoClassic.us@US,Doctor Who Classic,OK,36,pluto.tv,2,2,i.mjh.nz:TIMEOUT:0;pluto.tv:OK:36,broadcast_area=DE
DocuBoxHD.at,DocuBox HD,NO_EPG,0,,1,1,tvprofil.com:OK:0,lang=de
Dokusat.de@SD,Dokusat,OK,129,sky.com,2,1,sky.com:OK:129,broadcast_area=DE;iptv-country=DE;lang=de
ETBBasque.ch,ETB Basque,NO_EPG,0,,1,1,tvprofil.com:OK:0,lang=de
ETBBasque.de,ETB Basque,NO_EPG,0,,1,1,tvprofil.com:OK:0,lang=de
EWTN.de@SD,EWTN,OK,301,neo.io,3,1,neo.io:OK:301,broadcast_area=DE;iptv-country=DE;lang=de
EroX.nl@HD,Erox HD,NO_EPG,0,,1,1,programtv.onet.pl:TIMEOUT:0,lang=de
EroXXX.nl@HD,Eroxxx HD,NO_EPG,0,,1,1,programtv.onet.pl:TIMEOUT:0,lang=de
EuroD.tr@SD,Euro D,OK,79,web.magentatv.de,1,1,web.magentatv.de:OK:79,lang=de
EuroStar.tr@SD,Eurostar TV,OK,42,web.magentatv.de,1,1,web.magentatv.de:OK:42,lang=de
Eurochannel.uk@SD,Eurochannel D,OK,110,tv.blue.ch,1,1,tv.blue.ch:OK:110,lang=de
EuronewsGerman.fr@HD,euronews HD,NO_EPG,0,,1,1,tv.magenta.at:OK:0,lang=de
EuronewsGerman.fr@SD,Euronews Deutsch,OK,388,web.magentatv.de,10,1,web.magentatv.de:OK:388,lang=de
EuronewsItalian.fr@SD,Euronews Italiano,OK,388,web.magentatv.de,1,1,web.magentatv.de:OK:388,lang=de
EuronewsRussian.fr@SD,Euronews Russki,OK,65,web.magentatv.de,1,1,web.magentatv.de:OK:65,lang=de
Eurosport1.fr@France,Eurosport 1,OK,81,web.magentatv.de,31,1,web.magentatv.de:OK:81,broadcast_area=DE;lang=de
Eurosport1.fr@Germany,Eurosport 1 (niem.),OK,68,sky.com,8,2,programtv.onet.pl:TIMEOUT:0;sky.com:OK:68,broadcast_area=DE;lang=de
Eurosport1.fr@GermanyHD,Eurosport 1 HD,OK,68,sky.com,2,1,sky.com:OK:68,broadcast_area=DE;lang=de
Eurosport1.fr@Greece,Eurosport 1 HD,NO_EPG,0,,1,1,novasports.gr:OK:0,broadcast_area=DE
Eurosport1.fr@Hungary,Eurosport 1 (HD),NO_EPG,0,,1,1,musor.tv:OK:0,broadcast_area=DE
Eurosport1.fr@Italy,Eurosport Italia,NO_EPG,0,,4,2,guida.tv:OK:0;sky.com:OK:0,broadcast_area=DE
Eurosport1.fr@Netherlands,EUROSPORT NL,OK,163,pickx.be,4,2,mon-programme-tv.be:OK:0;pickx.be:OK:163,broadcast_area=DE
Eurosport1.fr@NetherlandsHD,Eurosp HD N,OK,163,pickx.be,1,1,pickx.be:OK:163,broadcast_area=DE
Eurosport1.fr@Poland,Eurosport 1,NO_EPG,0,,1,1,programtv.onet.pl:TIMEOUT:0,broadcast_area=DE
Eurosport1.fr@Romania,Eurosport 1,OK,78,programetv.ro,1,1,programetv.ro:OK:78,broadcast_area=DE
Eurosport1.fr@Russia,Eurosport,OK,85,teliatv.ee,3,1,teliatv.ee:OK:85,broadcast_area=DE
Eurosport1.fr@Serbia,Eurosport 1 Srbija,NO_EPG,0,,1,1,tv.magenta.at:OK:0,broadcast_area=DE;lang=de
Eurosport1.fr@Spain,Canal Eurosport 1 (España),OK,100,gatotv.com,1,1,gatotv.com:OK:100,broadcast_area=DE
Eurosport1.fr@UK,Eurosport 1,NO_EPG,0,,3,2,mytelly.co.uk:OK:0;tvireland.ie:OK:0,broadcast_area=DE
Eurosport1.fr@UKHD,Eurosport 1 HD,NO_EPG,0,,2,2,mytelly.co.uk:OK:0;tvireland.ie:OK:0,broadcast_area=DE
Eurosport2.fr@France,Eurosport 2,OK,109,web.magentatv.de,30,1,web.magentatv.de:OK:109,broadcast_area=DE;lang=de
Eurosport2.fr@Germany,Eurosport 2 D,OK,114,tv.blue.ch,2,1,tv.blue.ch:OK:114,broadcast_area=DE;lang=de
Eurosport2.fr@Greece,Eurosport 2 HD,NO_EPG,0,,1,1,novasports.gr:OK:0,broadcast_area=DE
Eurosport2.fr@Hungary,Eurosport 2 (HD),NO_EPG,0,,1,1,musor.tv:OK:0,broadcast_area=DE
Eurosport2.fr@Italy,Eurosport 2 Italia,NO_EPG,0,,4,2,guida.tv:OK:0;sky.com:OK:0,broadcast_area=DE
Eurosport2.fr@Netherlands,Eurosp2 N,OK,188,pickx.be,3,1,pickx.be:OK:188,broadcast_area=DE
Eurosport2.fr@NetherlandsHD,Eurosp2 HD N,OK,188,pickx.be,1,1,pickx.be:OK:188,broadcast_area=DE
Eurosport2.fr@Poland,Eurosport 2,NO_EPG,0,,1,1,programtv.onet.pl:TIMEOUT:0,broadcast_area=DE
Eurosport2.fr@Romania,Eurosport 2,OK,90,programetv.ro,1,1,programetv.ro:OK:90,broadcast_area=DE
Eurosport2.fr@Russia,Eurosport 2,OK,99,teliatv.ee,3,1,teliatv.ee:OK:99,broadcast_area=DE
Eurosport2.fr@Spain,Canal Eurosport 2 (España),OK,90,gatotv.com,1,1,gatotv.com:OK:90,broadcast_area=DE
Eurosport2.fr@UK,Eurosport 2,NO_EPG,0,,3,2,mytelly.co.uk:OK:0;tvireland.ie:OK:0,broadcast_area=DE
Eurosport2.fr@UKHD,Eurosport 2 HD,NO_EPG,0,,2,2,mytelly.co.uk:OK:0;tvireland.ie:OK:0,broadcast_area=DE
FIFAPlus.uk,FIFA+,OK,7,shahid.mbc.net,1,1,shahid.mbc.net:OK:7,broadcast_area=DE
FIFAPlus.uk@English,FIFA+,OK,94,plex.tv,6,1,plex.tv:OK:94,broadcast_area=DE
FIFAPlus.uk@French,FIFA+,OK,101,plex.tv,3,1,plex.tv:OK:101,broadcast_area=DE
FIFAPlus.uk@German,FIFA+,OK,7,plex.tv,3,1,plex.tv:OK:7,broadcast_area=DE;iptv-country=DE;lang=de
