xmltv_id,name,status,programme_count,selected_site,candidate_count,attempt_count,attempts,reasons
automotorundsportchannel.de@UHD,auto motor und sport channel UHD,NO_EPG,0,,1,1,tv.magenta.at:OK:0,broadcast_area=DE;lang=de
beINIZ.tr@SD,beIN iZ,OK,516,web.magentatv.de,1,1,web.magentatv.de:OK:516,lang=de
beINMoviesTurk.tr@SD,beIN Movies Turk,OK,106,web.magentatv.de,1,1,web.magentatv.de:OK:106,lang=de
ducktv.sk@SD,ducktv,OK,3855,tv.blue.ch,1,1,tv.blue.ch:OK:3855,lang=de
eSports1.de@HD,eSports1 HD,NO_EPG,0,,1,1,tv.magenta.at:OK:0,broadcast_area=DE;lang=de
eSports1.de@SD,eSportsONE,OK,40,web.magentatv.de,4,1,web.magentatv.de:OK:40,broadcast_area=DE;lang=de
eXXpressTV.at@SD,eXXpressTV,NO_EPG,0,,1,1,tv.magenta.at:OK:0,lang=de
emsTVLingen.de@SD,ems TV,OK,63,web.magentatv.de,1,1,web.magentatv.de:OK:63,broadcast_area=DE;lang=de
hrfernsehen.de@HD,hr-fernsehen HD,OK,271,sky.com,2,1,sky.com:OK:271,broadcast_area=DE;iptv-country=DE;lang=de
hrfernsehen.de@SD,hr-fernsehen,OK,275,web.magentatv.de,7,1,web.magentatv.de:OK:275,broadcast_area=DE;iptv-country=DE;lang=de
iCarly.us@Germany,iCarly,OK,24,i.mjh.nz,2,1,i.mjh.nz:OK:24,lang=de
kabeleins.de@SD,Kabel Eins,OK,184,web.magentatv.de,16,1,web.magentatv.de:OK:184,broadcast_area=DE;iptv-country=DE;lang=de
kabeleinsAustria.at@HD,kabel eins HD Austria,OK,180,sky.com,1,1,sky.com:OK:180,lang=de
kabeleinsAustria.at@SD,Kabel 1 Austria,OK,180,sky.com,2,1,sky.com:OK:180,lang=de
kabeleinsClassics.de@HD,kabel eins CLASSICS HD,NO_EPG,0,,1,1,tv.magenta.at:OK:0,broadcast_area=DE;lang=de
kabeleinsClassics.de@SD,Kabel Eins CLASSICS,OK,110,web.magentatv.de,2,1,web.magentatv.de:OK:110,broadcast_area=DE;lang=de
kabeleinsDoku.de@HD,Kabel Eins Doku HD,OK,220,sky.com,2,1,sky.com:OK:220,broadcast_area=DE;lang=de
kabeleinsDoku.de@SD,Kabel Eins Doku,OK,226,web.magentatv.de,6,1,web.magentatv.de:OK:226,broadcast_area=DE;lang=de
kabeleinsDokuAustria.at@SD,Kabel 1 Doku HD Austria,OK,192,sky.com,2,1,sky.com:OK:192,lang=de
kronetv.at@HD,krone.tv HD,NO_EPG,0,,1,1,tv.magenta.at:OK:0,lang=de
kronetv.at@SD,krone.tv,OK,254,sky.com,2,1,sky.com:OK:254,lang=de
ntv.at@HD,ntv Austria HD,OK,353,sky.com,2,1,sky.com:OK:353,lang=de
ntv.at@SD,ntv Austria,OK,353,sky.com,4,1,sky.com:OK:353,lang=de
ntv.de@SD,ntv,OK,358,web.magentatv.de,14,1,web.magentatv.de:OK:358,broadcast_area=DE;lang=de
oe24TV.at@HD,oe24.TV HD,OK,168,sky.com,2,1,sky.com:OK:168,lang=de
oe24TV.at@SD,oe24.TV,OK,188,tvheute.at,2,2,tv.magenta.at:OK:0;tvheute.at:OK:188,lang=de
phoenix.de@HD,phoenix,OK,211,web.magentatv.de,10,1,web.magentatv.de:OK:211,broadcast_area=DE;iptv-country=DE;lang=de
rbbFernsehen.de@Berlin,rbb Berlin HD,OK,241,sky.com,1,1,sky.com:OK:241,broadcast_area=DE;iptv-country=DE;lang=de
rbbFernsehen.de@Brandenburg,rbb Brandenburg HD,OK,234,sky.com,1,1,sky.com:OK:234,broadcast_area=DE;iptv-country=DE;lang=de
rbbFernsehen.de@SD,rbb Berlin,OK,248,tv.blue.ch,2,2,teleboy.ch:OK:0;tv.blue.ch:OK:248,broadcast_area=DE;iptv-country=DE;lang=de
rrotv.ch@SD,rrotv,NO_EPG,0,,1,1,tv.blue.ch:OK:0,lang=de
sixx.de@HD,SIXX HD,OK,199,sky.com,1,1,sky.com:OK:199,broadcast_area=DE;lang=de
sixx.de@SD,sixx,OK,202,web.magentatv.de,9,1,web.magentatv.de:OK:202,broadcast_area=DE;iptv-country=DE;lang=de
sixxAustria.at@HD,sixx HD Austria,OK,174,sky.com,2,1,sky.com:OK:174,lang=de
sixxAustria.at@SD,sixx AUSTRIA,OK,174,sky.com,3,1,sky.com:OK:174,lang=de
tagesschau24.de@HD,tagesschau24 HD,OK,233,sky.com,2,1,sky.com:OK:233,broadcast_area=DE;lang=de
tagesschau24.de@SD,tagesschau24,OK,235,web.magentatv.de,5,1,web.magentatv.de:OK:235,broadcast_area=DE;iptv-country=DE;lang=de
